,label,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,categorical_feature_1
0,3,0.9777110113152462,0.5067759040164884,0.274184063266505,3.1462632302323086,0.9701432009793559,-0.33192017148516373,-1.369329731928557,-0.18402103458585126,-0.1842440177455625,-0.26829619795315984,1.4634032956599006,0.9384831960635825,0.12932022617224512,2.177044852243092,1.3200837478503344,2.3739718218546675,2.395540060270166,-2.844095829618365,0.32345983723029426,0.3824600663189751,-1.6072566827324568,-1.1674066880454688,0.7408878925941857,-2.823581817203687,1.9370942105468436,-1.095149322030313,0.7078867840937505,-1.530358434563211,-0.044246786781769826,-2.4462348504922318,B
1,1,0.047318136120301765,-4.237020941587142,0.23260082099114246,-0.6341190423653972,-1.314571538944131,1.993622948240271,1.330798911039456,1.4454511631921436,-0.08604640679283879,-0.7451208736498087,-3.971347247527366,4.802330837497022,0.9408944401383837,0.7107864688136066,-3.345281607922468,-1.1852954817001358,-0.28696701453240614,1.0570344260815314,-0.45818865398102726,-0.2581738673749201,-0.4046189276973894,-0.8576086047115182,0.15357560020091057,0.5823759921607512,0.8080389793374415,0.04828581182833909,0.1076004328232235,-0.08317712077950415,-0.093707681273685,-2.069848691509564,A
2,2,1.538533534827455,-1.7048859723007923,-0.9264327720121314,0.08183727743429384,-2.2302650400564756,0.28698039006697984,-1.5564093710809739,0.6612658886467135,2.436295632483847,-0.12037943717615215,-0.9648280173909286,0.7770563089387306,-0.09592060374965464,-0.9666200803330759,-2.825108679827137,0.9725375321580116,-0.7756108052870548,3.236478901140798,-1.5070066535541264,0.5691796144599217,3.4798221850655273,0.5166242986801011,-1.141832015133526,-2.5910779132761808,1.3041371444259289,-0.38502076491552006,1.064547827441171,-0.19290214889237375,-1.0090553872755266,-0.08459923009503809,B
3,2,0.6774178177949332,4.760304813943121,3.7788977495943845,2.6300254296534997,-2.763773912273007,-0.09700180303788952,4.955848727089364,-0.8541423937830624,-1.7331140789179635,-1.1384030921539623,4.963630726551891,2.7610600538816086,-2.060187685992194,0.808773866528512,1.4268954606918096,0.058342877855888015,-0.9810648503507805,-0.5804169648256828,-0.2107563769762041,-0.7239481104828357,-1.2305176409342233,-0.8521402355035845,1.3433228501161556,3.6361699724645136,0.6779877730851063,0.21277160631728026,-0.6770344456429853,0.6392291684015471,-0.6754097309566615,1.0361573003286249,B
4,1,1.6920267821004318,0.0769152127717321,-1.736087409053968,1.4975228978578794,-0.4053615842137379,-0.18451687677321696,-0.7079442272652585,0.5501669930697547,-0.027585550178546137,-1.2844535066706322,-1.0373502237096623,-1.3084301297848446,0.009250137038296594,0.12103550966533959,-1.858491806585043,-3.6337874863181088,1.4132409304108045,2.8549152931972865,-0.8356209453044371,-1.3044044031683637,-3.7368848547817786,0.6805312908924352,1.5004051620907914,-0.6756142183501997,0.23440504888565608,0.7362737827411667,0.14627723061313683,1.7580707334984969,1.209597328398322,-0.707836273199249,A
5,1,-0.4969689653058559,-1.0727590933227047,-1.7619098941091988,5.963205161557845,1.6824857428391415,2.6722965897539495,-2.526148215892393,-0.5341675610060669,-0.06490755389398889,0.8463661888294743,-0.8274986707045774,-1.9742894659053332,-1.1183426752907053,1.52266964918236,0.39949374503137336,-4.015110125572181,0.9435414047035648,2.448565296854984,0.569168320486079,-0.5092576943368322,-3.390114566387465,-0.26964122329267026,-1.2428794672055512,0.16969672842044495,-3.121421979968519,-1.0263496543650943,-2.129585681216808,-0.3530612761397872,0.8586354986832314,-1.7521306497718832,A
6,1,-0.31143398747060036,-3.3072216317918133,-2.163512691199591,2.144865761893947,1.4776557640503136,0.8086905725319198,-2.2060434552560086,0.5479289412523161,2.0266919314323784,0.7795335545320831,-1.7548859817723281,-0.6328125869198581,-0.8292973242734967,2.3055523072180204,-1.4509879939506116,-1.0144638487672186,-0.9086581398590109,0.5170174788051919,0.430804023286266,-0.6026317215896104,-2.3270977058408384,0.19459760940553916,2.2834419229810985,2.4901414059108276,-2.4620339253481354,0.03341195053766223,-0.7624551841794878,0.9641152547961404,-1.2985493634297942,1.2435461527252487,A
7,0,-0.5524822149740525,1.9857059757702449,0.8532496728829916,1.2114483843677304,-2.5297378937793145,-0.11764728752497819,0.34553242386258054,-0.06804352926890414,0.16906216827217213,-1.0806281189849398,1.8029657234498153,1.4109193050706692,-1.169779302206436,-0.9550755247901407,1.445335219360597,-1.0738827626582417,-1.313230037589078,-6.667952907090289,-0.40090864031940676,0.9248637767171718,-1.1307349882713162,-0.38157246357507857,-0.7065721745539202,2.6485949905754707,-4.048809278394084,-0.43321215851042316,0.8741646338163767,1.7208170231023103,0.2802382618334981,-0.6535357871104345,C
8,1,1.1275987703077839,-4.086587543267811,-1.227780419496205,2.9535511636932306,0.43524991636363175,-0.3697341752166414,-1.5071302907243607,1.0165389457581258,0.5724880388233287,-1.4655629141632576,-1.9659255797093707,-5.021013948580418,1.41055238410233,1.0388782300718113,-0.3142115502205861,4.178473233335897,1.1676800831171785,1.279063344367167,0.7379146941961252,-2.018569698940676,0.553261600761317,-0.02111636761565061,0.8445024946177692,1.0810300299371831,1.7601574009096521,0.018926709932025804,1.1492534538873729,-0.6001410588923571,0.22909482324731809,-1.8643743592865758,A
9,1,0.6867589290378944,0.1592732500199622,-2.1651988212162223,1.7381424895438218,0.21757863990023832,0.954343219714618,-2.296942051875021,1.9005198354147357,1.0000704088498096,2.371734373532229,-1.9835250612067301,-2.76590885456852,1.5499841353857624,1.7739492102925056,-2.2575780630352473,-0.5875532245818562,-0.330340697600104,3.677979608311791,0.2333267505422619,0.9168415992733839,-1.8318830411579605,-1.1196634600787363,-0.7636396432176773,0.8908007440172652,1.6556402902615188,-1.028566995083718,1.4575696210023794,-0.18764054240548908,0.9625402374763242,-0.01625499018174878,A
10,1,-0.1184695341451418,-1.8098571421412808,2.245614725761747,1.2306135786338872,-2.0869983140954154,0.8289748698283007,-1.8814370143662562,1.3952155411234055,0.9506935864296716,-3.091708981621964,-1.4699910964546044,-0.9109205845014828,0.011444176054457536,0.3991640289161733,3.916875614698661,-2.2787433330568723,0.5338783289052962,1.3044541388562803,0.12741059598045368,1.8356048419858508,-0.9202093264385202,0.02041444481356719,-1.8125231964521724,0.11862256658598738,-2.2375870285095716,-0.8668974086829915,-1.4640616116366352,-0.8141220400982231,0.12494083310327217,-3.8888004492258252,A
11,0,0.2639354016210112,0.38567942834936475,2.7110609486183055,-4.046195822718895,-2.4632247904064606,-0.46439221467704594,-0.05366120073784905,1.3890403237045486,-0.07572291690822233,-1.8026157690580504,1.9421917688996362,0.2878538963656839,0.9434968581417303,-1.753042802588632,1.0312495290161554,1.9720037042014305,-1.157327677930397,-1.4362879193625093,0.2696784003564639,-0.3794143383252875,0.31753011955505483,-0.2990635332753435,2.0904983027085144,-0.6380248298769732,-0.3505929706442179,0.5708020839355813,-0.5473074295772998,0.04025008400933499,0.26461067450636183,0.6193123321723603,C
12,2,-0.12658008399193352,0.06374339617941863,-3.0305659876261566,-1.9438093440478785,-2.5864147719743893,0.1700262910001589,0.8053069503980012,-1.0456766019140522,-0.24384091565167845,-0.18073706674240755,-3.073220152842763,-0.7194002767406421,-0.48098705451472756,1.1139794896614037,-2.8330190916710762,-0.7104443619825701,-0.050965513564917075,1.5868524634190777,2.360912187982292,0.8483421795512038,1.7869172301373195,0.8570298642372383,0.5876323166769344,-1.6986274566441475,1.8157567964307542,-2.1292556447026043,-0.5399980202039332,0.8136467600020689,-1.0524693919154546,0.4197413326414975,B
13,1,0.7581557687710011,0.2671852407204126,-0.007550708865448591,2.4728753145146594,0.3322934057527741,-0.7454886232180791,1.8996526302417895,-0.8628089504116884,2.4644661055738712,-0.5811058349027493,-0.10703407331125167,0.7091898077148396,0.1635546052257762,1.005194981338317,-2.100119012087132,2.0275307180032955,1.5538925544031377,-0.5952816584809252,0.12238385379977404,0.8313266622184611,-1.0211216574160145,-0.15850751027788315,0.3446938197063537,3.659129195883571,-1.7648270133644814,0.5422424167076397,1.0275649490493786,0.9933674462754298,0.018941547746326767,-3.263961065526716,B
